# wavelength[angstrom]  transmittance
 9459.0  0.0004
 9459.5  0.0005
 9460.0  0.0006
 9460.5  0.0005
 9461.0  0.0004
 9461.5  0.0004
 9462.0  0.0005
 9462.5  0.0007
 9463.0  0.0005
 9463.5  0.0004
 9464.0  0.0004
 9464.5  0.0004
 9465.0  0.0005
 9465.5  0.0004
 9466.0  0.0004
 9466.5  0.0004
 9467.0  0.0005
 9467.5  0.0006
 9468.0  0.0006
 9468.5  0.0005
 9469.0  0.0005
 9469.5  0.0006
 9470.0  0.0007
 9470.5  0.0006
 9471.0  0.0006
 9471.5  0.0006
 9472.0  0.0008
 9472.5  0.0009
 9473.0  0.0008
 9473.5  0.0008
 9474.0  0.0008
 9474.5  0.0009
 9475.0  0.0010
 9475.5  0.0008
 9476.0  0.0007
 9476.5  0.0007
 9477.0  0.0007
 9477.5  0.0008
 9478.0  0.0006
 9478.5  0.0005
 9479.0  0.0004
 9479.5  0.0005
 9480.0  0.0005
 9480.5  0.0004
 9481.0  0.0004
 9481.5  0.0004
 9482.0  0.0004
 9482.5  0.0005
 9483.0  0.0004
 9483.5  0.0004
 9484.0  0.0004
 9484.5  0.0005
 9485.0  0.0006
 9485.5  0.0005
 9486.0  0.0004
 9486.5  0.0004
 9487.0  0.0005
 9487.5  0.0005
 9488.0  0.0005
 9488.5  0.0004
 9489.0  0.0004
 9489.5  0.0005
 9490.0  0.0005
 9490.5  0.0004
 9491.0  0.0004
 9491.5  0.0004
 9492.0  0.0004
 9492.5  0.0005
 9493.0  0.0004
 9493.5  0.0004
 9494.0  0.0004
 9494.5  0.0005
 9495.0  0.0006
 9495.5  0.0005
 9496.0  0.0004
 9496.5  0.0004
 9497.0  0.0004
 9497.5  0.0004
 9498.0  0.0003
 9498.5  0.0002
 9499.0  0.0002
 9499.5  0.0003
 9500.0  0.0004
